,Customer ID,Count_x,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Count_y,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Satisfaction Score,Count,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn Category
3832,1334-FJSVR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Churn
3833,2761-OCIAX,1.0,,49.0,No,No,No,,0.0,1.0,,,Corona,92879.0,"33.893823, -117.531446",33.893823,-117.531446,5.0,1.0,Q3,No,,19.0,Offer D,Yes,9.55,No,Yes,,6.0,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,,Credit Card,89.95,1682.4,29.64,0.0,181.45,1834.21,No Churn
3834,8966-OIQHG,1.0,Female,36.0,No,No,Yes,No,0.0,1.0,United States,California,Van Nuys,91401.0,"34.178483, -118.431791",,-118.43179099999999,4.0,1.0,Q3,Yes,,53.0,Offer B,Yes,18.0,Yes,Yes,Fiber Optic,,No,Yes,Yes,,Yes,Yes,,Yes,One Year,Yes,Bank Withdrawal,108.95,5718.2,0.0,0.0,954.0,6672.2,No Churn
3835,7599-NTMDP,1.0,Female,42.0,No,No,No,No,0.0,1.0,United States,California,Whittier,90602.0,"33.972119, -118.020188",33.972119,-118.02018799999999,,1.0,Q3,No,0.0,4.0,Offer E,Yes,29.11,Yes,Yes,Fiber Optic,9.0,No,,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.35,338.1,0.0,0.0,116.44,454.54,Competitor
3836,5192-EBGOV,,Female,22.0,Yes,No,No,Yes,1.0,1.0,United States,California,Terra Bella,93270.0,"35.939068, -119.043666",35.939068,,,1.0,Q3,No,0.0,8.0,None,No,0.0,No,Yes,DSL,51.0,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,,330.8,0.0,0.0,0.0,330.8,No Churn
3837,4884-ZTHVF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Churn
3838,5671-RQRLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Churn
3839,9565-AXSMR,1.0,Male,47.0,No,No,Yes,No,0.0,1.0,United States,California,Sacramento,95830.0,"38.490508, -121.284171",38.490508,-121.284171,5.0,1.0,,Yes,1.0,,,Yes,3.12,,Yes,DSL,6.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,79.3,,0.0,,96.72,2580.72,No Churn
3840,2739-CCZMB,,,,,,,,,,,,,,,,,4.0,1.0,Q3,Yes,10.0,67.0,Offer A,Yes,4.71,Yes,Yes,,58.0,,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Mailed Check,75.1,5064.45,,0.0,315.57,,No Churn
3841,7577-SWIFR,1.0,Male,64.0,No,No,Yes,No,0.0,1.0,,California,El Cajon,92019.0,"32.785165, -116.862648",,-116.862648,4.0,1.0,,Yes,2.0,35.0,None,,,Yes,Yes,Fiber Optic,10.0,,No,No,Yes,Yes,No,No,No,,Yes,,91.5,3236.35,40.79,90.0,834.75,4120.31,No Churn
3842,5756-JYOJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Churn
3843,4355-HBJHH,,,,,,,,,,,,,,,,,,1.0,Q3,No,0.0,5.0,None,Yes,24.53,No,No,None,0.0,No,No,No,No,No,No,,No,Month-to-Month,No,Credit Card,20.55,96.1,0.0,0.0,,,No Churn
3844,9633-DENPU,1.0,Male,,Yes,No,,No,0.0,1.0,United States,California,Mill Valley,94941.0,"37.901371, -122.572024",37.901371000000005,-122.572024,3.0,,Q3,No,0.0,3.0,Offer E,Yes,32.76,,,Fiber Optic,73.0,No,No,,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.7,293.65,0.0,0.0,,391.93,Attitude
3845,4083-BFNYK,1.0,Female,21.0,Yes,No,Yes,Yes,1.0,1.0,United States,California,Oakland,94610.0,"37.808731, -122.238708",37.808731,,3.0,1.0,,,2.0,,Offer B,Yes,18.42,Yes,Yes,,47.0,Yes,No,No,Yes,Yes,No,Yes,Yes,One Year,,,95.15,5000.05,0.0,0.0,939.42,5939.47,No Churn
3846,6874-SGLHU,,,,,,,,,,,,,,,,,,1.0,Q3,Yes,4.0,4.0,None,Yes,3.63,No,No,,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.5,77.6,0.0,0.0,14.52,92.12,No Churn
3847,3481-JHUZH,1.0,Male,47.0,No,No,Yes,No,0.0,1.0,,California,,94014.0,,37.691561,-122.445202,1.0,1.0,Q3,Yes,1.0,20.0,None,Yes,16.49,No,,Fiber Optic,8.0,No,,No,No,No,No,No,,Month-to-Month,Yes,Bank Withdrawal,70.45,,0.0,0.0,329.7999999999999,1800.75,Competitor
3848,1251-KRREG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Churn
3849,7780-OTDSO,1.0,Male,61.0,No,No,No,No,0.0,1.0,United States,California,Pacoima,91331.0,,34.255441999999995,-118.421314,5.0,1.0,Q3,No,0.0,9.0,,,0.0,No,Yes,DSL,7.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.95,190.25,0.0,0.0,,,No Churn
3850,4369-HTUIF,,,,,,,,,,,,,,,,,4.0,1.0,Q3,Yes,1.0,8.0,Offer E,Yes,28.37,No,No,,0.0,No,No,No,No,No,,No,No,One Year,No,Bank Withdrawal,19.8,160.05,0.0,0.0,226.96,,No Churn
3851,9298-WGMRW,,Female,44.0,No,No,Yes,No,0.0,1.0,United States,California,Pleasanton,94588.0,"37.685052, -121.912061",37.685052,,3.0,,Q3,Yes,6.0,29.0,Offer C,Yes,49.96,No,No,None,0.0,No,No,No,No,No,,No,,Two Year,Yes,,19.55,521.8,0.0,,,1970.64,No Churn
3852,1536-HBSWP,1.0,Male,56.0,No,No,Yes,Yes,3.0,1.0,United States,California,Guerneville,95446.0,"38.52576, -123.013347",38.52576,-123.013347,3.0,1.0,Q3,Yes,3.0,62.0,,Yes,40.66,Yes,Yes,Fiber Optic,21.0,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Two Year,No,,115.55,7159.05,0.0,0.0,2520.92,9679.97,No Churn
3853,1098-TDVUQ,,,,,,,,,,,,,,,,,,1.0,Q3,No,0.0,46.0,None,No,0.0,No,Yes,Cable,19.0,Yes,No,No,No,No,No,,Yes,,Yes,Bank Withdrawal,30.75,1489.3,,0.0,0.0,1489.3,No Churn
3854,9518-IMLHK,,,,,,,,,1.0,United States,California,Stirling City,95978.0,"39.904002, -121.527823",,-121.527823,3.0,1.0,Q3,No,0.0,,None,Yes,40.2,No,No,None,0.0,No,No,No,,No,No,No,No,Month-to-Month,No,Mailed Check,20.0,63.6,0.0,0.0,120.6,184.2,No Churn
3855,7654-YWJUF,1.0,Male,32.0,,No,Yes,Yes,2.0,1.0,United States,,La Habra,90631.0,"33.940619, -117.9513",33.940619,-117.9513,4.0,1.0,Q3,Yes,10.0,,None,,26.26,No,Yes,,22.0,Yes,No,No,,No,,No,Yes,Month-to-Month,Yes,Credit Card,48.75,,0.0,,26.26,75.01,No Churn
3856,2108-GLPQB,1.0,Female,74.0,No,,No,No,0.0,1.0,United States,California,Bishop,93514.0,"37.04584, -118.397236",37.045840000000005,-118.397236,,1.0,Q3,No,0.0,3.0,Offer E,Yes,41.44,No,,Fiber Optic,,No,No,Yes,,No,,No,No,One Year,No,Credit Card,75.05,,5.49,10.0,124.32,,No Churn
3857,0440-EKDCF,1.0,Female,42.0,No,,Yes,,0.0,1.0,United States,California,Mountain View,94041.0,"37.388349, -122.075299",37.388349,-122.075299,5.0,1.0,Q3,,2.0,,Offer A,Yes,,,No,None,0.0,No,No,No,No,No,No,,No,Two Year,Yes,Credit Card,25.95,1801.9,0.0,0.0,1754.41,3556.3100000000004,No Churn
3858,8495-PRWFH,,,,,,,,,1.0,United States,California,Riverside,92501.0,"33.994676, -117.372498",,,5.0,1.0,,No,0.0,2.0,None,,27.02,,,Cable,26.0,,Yes,No,No,,No,No,Yes,Month-to-Month,Yes,,59.0,114.15,0.0,0.0,54.04,168.19,No Churn
3859,4395-PZMSN,1.0,Female,60.0,No,,Yes,Yes,1.0,1.0,United States,California,,90291.0,"33.991782, -118.479229",33.991782,-118.479229,3.0,1.0,Q3,Yes,5.0,61.0,Offer B,Yes,18.26,Yes,Yes,Fiber Optic,19.0,Yes,Yes,Yes,No,No,Yes,Yes,No,One Year,Yes,Credit Card,100.7,6018.65,0.0,90.0,1113.86,7222.51,No Churn
3860,0623-GDISB,,,,,,,,,,,,,,,,,,1.0,Q3,No,0.0,,None,Yes,29.6,Yes,Yes,Fiber Optic,3.0,No,No,Yes,,Yes,Yes,No,,,Yes,Bank Withdrawal,100.15,5409.75,,0.0,1628.0,7037.75,No Churn
3861,5998-DZLYR,1.0,Male,59.0,No,No,No,,,,United States,California,Deer Park,94576.0,"38.554383, -122.474773",38.554383,-122.474773,2.0,1.0,Q3,No,0.0,18.0,Offer D,,0.0,No,Yes,DSL,26.0,,,Yes,No,No,No,No,,Month-to-Month,Yes,Credit Card,33.5,,0.0,0.0,,600.0,Dissatisfaction
3862,4195-SMMNX,1.0,Female,47.0,No,No,No,No,,,,California,Temecula,92592.0,"33.507255, -117.029473",33.507255,-117.029473,2.0,1.0,Q3,No,0.0,4.0,Offer E,Yes,7.39,Yes,,Fiber Optic,,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.5,362.2,0.0,0.0,29.56,,Competitor
3863,2737-WFVYW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Churn
3864,0787-LHDYT,1.0,,43.0,No,No,,No,0.0,1.0,United States,California,San Diego,92107.0,,32.741852,-117.243453,4.0,1.0,Q3,Yes,1.0,,None,Yes,3.79,No,Yes,Fiber Optic,14.0,No,No,,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,89.7,4952.95,41.66,0.0,212.24,5123.53,No Churn
3865,4727-MCYZG,,Male,75.0,No,,No,No,,,United States,California,Reseda,,"34.200175, -118.540958",34.200175,,3.0,1.0,Q3,No,0.0,1.0,Offer E,No,0.0,No,Yes,DSL,26.0,,Yes,Yes,No,No,,No,Yes,Month-to-Month,Yes,Bank Withdrawal,43.3,43.3,0.0,0.0,0.0,43.3,Other
3866,9184-GALIL,1.0,Male,75.0,No,Yes,No,No,0.0,1.0,United States,California,Davenport,95017.0,"37.114335, -122.237162",37.114335,-122.23716200000001,3.0,1.0,Q3,No,0.0,52.0,Offer B,,42.19,Yes,Yes,Fiber Optic,11.0,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,,3829.75,0.0,0.0,2193.88,6023.63,No Churn
3867,3005-NFMTA,1.0,Female,51.0,No,No,Yes,Yes,2.0,,United States,California,Kings Beach,96143.0,"39.246654, -120.029273",,-120.029273,5.0,1.0,Q3,Yes,4.0,40.0,None,Yes,29.42,Yes,Yes,,23.0,No,Yes,Yes,No,Yes,No,No,Yes,,Yes,Credit Card,96.35,3915.4,0.0,0.0,,,No Churn
3868,3487-EARAT,,,,,,,,,,United States,,Fish Camp,93623.0,"37.483535, -119.679414",37.483534999999996,-119.679414,5.0,,Q3,,7.0,7.0,Offer E,Yes,28.7,No,Yes,DSL,,No,No,No,,No,,No,Yes,Month-to-Month,No,Bank Withdrawal,44.75,333.65,0.0,0.0,200.9,534.55,No Churn
3869,4290-BSXUX,1.0,Female,27.0,Yes,No,No,No,0.0,,United States,California,Upland,91786.0,"34.105493, -117.660934",,-117.66093400000001,4.0,1.0,Q3,No,0.0,26.0,None,Yes,39.84,No,Yes,Cable,42.0,,Yes,Yes,No,,,No,Yes,Month-to-Month,Yes,,54.75,1406.9,0.0,0.0,,2442.74,No Churn
3870,6178-KFNHS,1.0,Female,80.0,No,Yes,No,No,0.0,1.0,United States,California,North Hollywood,91606.0,,,-118.387125,1.0,1.0,Q3,No,0.0,1.0,Offer E,Yes,15.24,No,Yes,DSL,14.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,,45.1,45.1,0.0,0.0,15.24,60.34,Competitor
3871,4393-GEADV,,,,,,,,,,,,,,,,,,1.0,Q3,No,0.0,61.0,Offer B,Yes,42.4,Yes,Yes,Fiber Optic,71.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,,107.75,6521.9,0.0,0.0,2586.4,,No Churn
3872,8741-LQOBK,,,,,,,,,,United States,,Mccloud,96057.0,,41.251321999999995,,5.0,1.0,Q3,Yes,7.0,26.0,None,Yes,23.31,No,Yes,DSL,20.0,,Yes,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,73.05,1959.5,47.59,,606.06,2567.9700000000007,No Churn
3873,0595-ITUDF,,,,,,,,,,,,,,,,,,1.0,Q3,Yes,7.0,38.0,Offer C,Yes,4.75,Yes,,,24.0,No,Yes,,No,Yes,Yes,,,Two Year,,,102.6,4009.2,45.81,0.0,180.5,,No Churn
3874,4323-SADQS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Churn
3875,9258-CNWAC,1.0,Male,79.0,No,Yes,Yes,No,0.0,1.0,United States,California,,94574.0,"38.581354, -122.296283",38.581354,-122.296283,3.0,1.0,,Yes,7.0,67.0,Offer A,Yes,42.07,No,Yes,Cable,,,Yes,No,Yes,No,No,No,Yes,,Yes,Bank Withdrawal,60.95,4119.4,17.19,0.0,2818.69,6920.9,No Churn
3876,5854-KSRBJ,1.0,Male,42.0,No,No,No,No,0.0,1.0,United States,California,Oakland,,"37.739113, -122.175602",,-122.175602,3.0,1.0,Q3,No,0.0,69.0,None,Yes,47.43,Yes,Yes,DSL,22.0,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Two Year,No,Credit Card,90.65,6322.1,0.0,,3272.67,9594.77,No Churn
3877,2458-EOMRE,,,,,,,,,,,,,,,,,5.0,,Q3,No,0.0,1.0,Offer E,,20.11,No,No,None,0.0,No,No,No,No,No,No,No,,,No,,19.5,19.5,0.0,0.0,20.11,39.61,No Churn
3878,8350-NYMVI,,,80.0,No,Yes,,Yes,1.0,1.0,United States,,Whittier,90602.0,"33.972119, -118.020188",,-118.02018799999999,2.0,1.0,Q3,Yes,1.0,37.0,Offer C,Yes,6.33,,Yes,Fiber Optic,,No,,,No,,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.5,2868.15,0.0,0.0,234.21,3102.36,Price
3879,3585-ISXZP,1.0,Male,24.0,Yes,No,No,No,0.0,,United States,California,Dunlap,93621.0,"36.789213, -119.140338",36.789213000000004,-119.14033799999999,5.0,,Q3,,0.0,31.0,None,,17.18,Yes,Yes,Fiber Optic,76.0,No,No,,Yes,No,No,No,Yes,One Year,No,Credit Card,81.7,2548.65,0.0,0.0,532.58,3081.23,No Churn
3880,1761-AEZZR,,,,,,,,,,,,,,,,,,1.0,,Yes,,61.0,None,Yes,15.15,Yes,Yes,Fiber Optic,28.0,Yes,No,,,Yes,,No,Yes,Month-to-Month,No,Bank Withdrawal,99.4,5943.65,0.0,0.0,924.15,6867.799999999998,No Churn
3881,2197-OMWGI,1.0,Female,61.0,,No,No,No,0.0,1.0,United States,,Agoura Hills,91301.0,"34.129058, -118.759788",34.129058,,3.0,1.0,Q3,No,0.0,13.0,Offer D,Yes,33.13,No,No,None,0.0,,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.65,,0.0,0.0,430.69000000000005,675.49,No Churn
3882,7274-RTAPZ,1.0,Male,31.0,No,No,No,Yes,1.0,1.0,United States,California,Del Rey,93616.0,"36.657462, -119.595293",36.657462,-119.595293,5.0,1.0,Q3,No,0.0,64.0,Offer B,Yes,22.41,No,Yes,Fiber Optic,24.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.15,6171.2,0.0,0.0,1434.24,7605.44,No Churn
3883,1830-GGFNM,,,,,,,,,,,,,,,,,5.0,1.0,Q3,No,0.0,34.0,None,Yes,23.54,Yes,Yes,Fiber Optic,76.0,No,No,No,No,Yes,,No,No,Month-to-Month,No,,85.35,,0.0,0.0,800.36,3696.96,No Churn
3884,0378-NHQXU,1.0,Male,60.0,,No,Yes,Yes,1.0,1.0,United States,California,Salton City,92275.0,"33.28156, -115.955541",,-115.955541,5.0,1.0,,Yes,1.0,62.0,None,Yes,16.48,,No,None,0.0,,No,No,,,No,No,No,One Year,No,Bank Withdrawal,24.8,1476.25,0.0,0.0,1021.76,,No Churn
3885,2791-SFVEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Churn
3886,6234-PFPXL,,,,,,,,,,,,,,,,,,1.0,Q3,Yes,1.0,20.0,Offer D,Yes,18.05,No,,Fiber Optic,5.0,No,No,No,No,,Yes,Yes,,Month-to-Month,Yes,Credit Card,89.0,1820.45,0.0,0.0,361.0,2181.45,Dissatisfaction
3887,4828-FAZPK,1.0,Female,20.0,Yes,No,,No,0.0,1.0,United States,,Campo Seco,95226.0,"38.233879, -120.861666",38.233878999999995,-120.86166599999999,3.0,1.0,Q3,,,19.0,None,Yes,8.3,No,Yes,DSL,48.0,No,Yes,,,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,,1130.85,0.0,0.0,,1288.55,No Churn
3888,4619-EVPHY,1.0,Male,29.0,,No,No,No,,,United States,California,Los Angeles,90024.0,"34.066303, -118.435479",34.066303000000005,-118.435479,1.0,,Q3,No,0.0,1.0,,Yes,33.58,No,No,None,0.0,No,,No,No,No,No,No,,Month-to-Month,No,Credit Card,20.15,20.15,0.0,,33.58,53.73,Competitor
3889,9658-WYUFB,1.0,Male,58.0,No,No,No,Yes,1.0,1.0,United States,California,San Jose,95136.0,"37.270938, -121.851046",37.270938,,3.0,1.0,Q3,No,0.0,2.0,None,,21.18,No,No,None,0.0,No,No,No,No,No,,No,,Month-to-Month,No,Credit Card,19.25,48.35,0.0,0.0,42.36,90.71,No Churn
3890,7786-WBJYI,1.0,Female,80.0,,Yes,No,No,,1.0,,California,Fremont,94536.0,"37.572273, -121.964583",37.572272999999996,,3.0,1.0,Q3,No,0.0,56.0,None,Yes,37.3,Yes,Yes,DSL,8.0,Yes,No,Yes,Yes,No,Yes,No,Yes,Two Year,No,Bank Withdrawal,73.25,,17.16,,2088.8,,No Churn
3891,7771-ZONAT,1.0,Male,19.0,Yes,No,Yes,Yes,3.0,1.0,United States,California,San Gabriel,91775.0,,,-118.089431,5.0,1.0,Q3,,1.0,1.0,None,Yes,36.32,No,Yes,Fiber Optic,85.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.05,81.05,0.0,,36.32,117.37,No Churn
3892,1004-NOZNR,,Male,39.0,No,No,No,No,0.0,1.0,United States,,Encino,91436.0,"34.152875, -118.486056",34.152875,-118.486056,4.0,1.0,Q3,,0.0,,None,No,0.0,No,Yes,DSL,6.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,,1156.55,0.0,0.0,0.0,,No Churn
3893,7593-XFKDI,1.0,Female,,No,,Yes,No,0.0,1.0,United States,California,Gonzales,,"36.52588, -121.396719",36.52588,-121.39671899999999,3.0,1.0,Q3,Yes,3.0,23.0,None,Yes,31.39,No,Yes,DSL,29.0,Yes,,Yes,Yes,No,Yes,Yes,Yes,One Year,,Bank Withdrawal,68.75,1689.45,0.0,0.0,,2411.42,No Churn
3894,3352-ALMCK,1.0,Male,,No,,Yes,,0.0,1.0,United States,,San Diego,92121.0,"32.898613, -117.202937",32.898613,-117.202937,5.0,1.0,Q3,,2.0,33.0,None,Yes,34.22,No,No,None,0.0,No,,,,No,No,No,No,One Year,,,20.6,690.25,0.0,,1129.26,1819.51,No Churn
3895,1140-UKVZG,1.0,Male,31.0,,,No,No,0.0,1.0,,,Salinas,93906.0,"36.722898, -121.633648",36.722898,-121.633648,5.0,1.0,Q3,No,0.0,1.0,Offer E,Yes,10.22,No,,None,0.0,No,No,No,,No,,No,No,Month-to-Month,Yes,Credit Card,19.75,19.75,0.0,0.0,10.22,29.97,No Churn
3896,3987-KQDDU,1.0,,,Yes,No,Yes,,0.0,1.0,United States,,Avalon,90704.0,"33.391181, -118.421305",33.391181,-118.421305,1.0,,Q3,Yes,6.0,25.0,Offer C,No,0.0,No,Yes,DSL,48.0,Yes,Yes,Yes,,,,Yes,Yes,Month-to-Month,Yes,Credit Card,58.6,1502.65,4.48,0.0,,1498.17,Attitude
3897,2256-YLYLP,,,,,,,,,1.0,,,,91607.0,"34.165783, -118.399795",34.165783000000005,,3.0,1.0,Q3,No,0.0,72.0,None,Yes,8.29,Yes,Yes,Cable,13.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,,,86.6,,,0.0,596.8799999999999,6947.38,No Churn
3898,7422-WNBTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Churn
3899,2483-XSSMZ,1.0,Male,54.0,No,No,No,No,0.0,1.0,,California,Joshua Tree,,"34.167236, -116.281511",34.167235999999995,-116.28151100000001,3.0,1.0,Q3,,0.0,51.0,None,Yes,42.93,,Yes,,11.0,No,Yes,,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,81.0,4085.75,0.0,10.0,,6285.18,No Churn
3900,8043-PNYSD,1.0,Male,27.0,Yes,No,No,No,,1.0,,California,Hopland,95449.0,"38.93706, -123.118111",38.937059999999995,-123.11811100000001,3.0,1.0,Q3,No,0.0,2.0,Offer E,Yes,29.69,No,Yes,Cable,52.0,,No,,No,,No,Yes,No,Month-to-Month,No,Bank Withdrawal,46.05,80.35,0.0,10.0,59.38,149.73,Attitude
3901,7079-QRCBC,,Female,,No,,No,No,,1.0,United States,California,Pasadena,91103.0,"34.167465, -118.165327",34.167465,-118.165327,4.0,1.0,Q3,No,0.0,18.0,Offer D,,11.36,Yes,Yes,Fiber Optic,13.0,No,No,No,,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.15,1345.75,0.0,0.0,204.48,1550.23,No Churn
3902,2054-PJOCK,,,,,,,,,,,,,,,,,,1.0,Q3,No,0.0,42.0,Offer B,Yes,5.95,No,No,,,No,No,,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,869.9,0.0,0.0,249.9,1119.8,No Churn
3903,7100-FQPRV,1.0,Male,51.0,No,No,Yes,No,0.0,1.0,,California,Chico,95926.0,"39.745712, -121.84333",39.745712,,3.0,1.0,,Yes,3.0,3.0,None,Yes,31.06,No,No,None,0.0,No,No,No,No,,No,No,,Month-to-Month,,Bank Withdrawal,20.0,49.65,,0.0,93.18,142.82999999999996,No Churn
3904,7596-LDUXP,1.0,,34.0,No,No,No,No,0.0,1.0,United States,California,San Diego,92121.0,"32.898613, -117.202937",32.898613,-117.202937,3.0,,Q3,No,0.0,1.0,None,Yes,41.77,,Yes,Fiber Optic,15.0,,No,,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.8,,0.0,0.0,41.77,122.57,Competitor
3905,2897-DOVND,1.0,Male,,No,No,Yes,No,0.0,1.0,,California,Newport Coast,92657.0,"33.603282, -117.821841",33.603282,-117.82184099999999,4.0,1.0,Q3,Yes,8.0,61.0,Offer B,Yes,12.32,Yes,Yes,Fiber Optic,7.0,No,Yes,Yes,Yes,Yes,,Yes,,Month-to-Month,Yes,,114.1,7132.15,,0.0,751.52,,No Churn
3906,3144-AUDBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
3907,8785-CJSHH,1.0,Male,44.0,No,No,No,Yes,2.0,1.0,United States,California,North Palm Springs,92258.0,"33.906496, -116.569499",33.906496000000004,-116.569499,3.0,1.0,Q3,No,0.0,62.0,None,Yes,24.48,No,No,,0.0,No,No,No,,No,No,,No,Two Year,No,,20.0,1250.1,0.0,0.0,1517.76,2767.86,No Churn
3908,0487-VVUVK,,,,,,,,,,,,,,,,,,1.0,Q3,Yes,9.0,,None,Yes,14.49,Yes,Yes,Fiber Optic,17.0,Yes,Yes,Yes,No,,No,No,Yes,One Year,Yes,Bank Withdrawal,101.9,5265.5,0.0,0.0,724.5,5990.0,No Churn
3909,2890-WFBHU,1.0,Male,42.0,No,No,Yes,No,0.0,1.0,United States,California,Montebello,90640.0,"34.015217, -118.109962",34.015217,-118.10996200000001,,1.0,Q3,,5.0,67.0,Offer A,Yes,17.4,,Yes,Fiber Optic,11.0,No,Yes,Yes,,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,93.15,6368.2,0.0,,1165.8,7624.0,No Churn
3910,1131-ALZWV,1.0,Female,78.0,No,Yes,,No,0.0,1.0,United States,California,Los Angeles,90040.0,"33.994524, -118.149953",33.994524,-118.149953,5.0,1.0,Q3,No,,49.0,None,,35.65,No,Yes,DSL,3.0,No,,No,No,No,No,,Yes,Two Year,,Credit Card,43.8,,20.45,0.0,1746.85,3832.45,No Churn
3911,2207-OBZNX,,,,,,,,,1.0,United States,California,Guadalupe,93434.0,"34.936, -120.594655",34.936,-120.594655,3.0,,Q3,Yes,1.0,66.0,Offer A,Yes,48.11,No,Yes,Cable,27.0,No,No,,Yes,No,,No,Yes,One Year,Yes,,49.4,3251.85,0.0,0.0,3175.26,6427.11,No Churn
3912,9412-ARGBX,1.0,Male,53.0,No,No,No,No,0.0,,United States,California,Los Angeles,90004.0,"34.076259, -118.310715",34.076259,-118.31071499999999,3.0,1.0,Q3,,,45.0,None,No,0.0,No,,DSL,10.0,Yes,No,Yes,Yes,No,,No,Yes,One Year,No,Bank Withdrawal,42.3,1840.75,0.0,0.0,0.0,,No Churn
3913,4979-HPRFL,,,,,,,,,,United States,California,,93665.0,"36.959731, -120.653519",36.959731,-120.65351899999999,2.0,1.0,Q3,No,0.0,59.0,None,Yes,10.78,Yes,Yes,Fiber Optic,15.0,No,No,No,No,Yes,Yes,No,,,,Bank Withdrawal,93.85,5574.75,8.13,0.0,636.02,6202.6399999999985,Price
3914,3793-MMFUH,1.0,Male,41.0,,,Yes,Yes,3.0,1.0,United States,California,,,"37.393554, -121.965114",37.393553999999995,-121.96511399999999,1.0,1.0,Q3,Yes,1.0,31.0,,No,,No,Yes,DSL,23.0,Yes,No,,,No,No,No,,Month-to-Month,No,,,1077.5,0.0,0.0,,1077.5,Attitude
3915,5515-RUGKN,1.0,Male,20.0,Yes,No,Yes,Yes,1.0,1.0,United States,California,El Cajon,92020.0,"32.79697, -116.969082",32.79697,-116.969082,4.0,1.0,Q3,Yes,1.0,,,Yes,38.3,No,Yes,DSL,,No,,Yes,No,No,No,Yes,Yes,One Year,,Credit Card,55.8,2651.2,0.0,0.0,1838.4,4489.5999999999985,No Churn
3916,2485-ITVKB,1.0,Male,,Yes,No,Yes,,0.0,1.0,United States,California,Maywood,,"33.988572, -118.186565",33.988572,,5.0,,,,0.0,56.0,None,Yes,48.87,No,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.95,1126.75,0.0,0.0,2736.72,3863.47,No Churn
