Customer ID,Churn Category
0674-DGMAQ,No Churn
8559-WNQZS,Competitor
7789-CRUVC,No Churn
4634-JLRJT,No Churn
4592-IWTJI,Price
3295-YVUSR,No Churn
5627-TVBPP,No Churn
5709-LVOEQ,No Churn
2041-JIJCI,Competitor
0970-QXPXW,No Churn
0810-BDHAW,No Churn
3920-HIHMQ,Attitude
6598-RFFVI,Competitor
7389-KBFIT,No Churn
4583-PARNH,No Churn
3583-KRKMD,No Churn
9115-YQHGA,Competitor
1734-ZMNTZ,Dissatisfaction
5652-MSDEY,No Churn
1395-WSWXR,No Churn
5529-GIBVH,No Churn
0076-LVEPS,No Churn
0221-NAUXK,No Churn
4686-UXDML,No Churn
4092-OFQZS,No Churn
6439-LAJXL,No Churn
2279-AXJJK,No Churn
6158-HDPXZ,No Churn
0426-TIRNE,Competitor
3780-DDGSE,No Churn
6648-INWPS,Dissatisfaction
1084-MNSMJ,No Churn
1731-TVIUK,No Churn
0356-OBMAC,No Churn
1299-AURJA,No Churn
5993-JSUWV,No Churn
5202-IVJNU,Dissatisfaction
8433-WPJTV,No Churn
3779-OSWCF,Price
5804-JMYIO,No Churn
0098-BOWSO,No Churn
9851-KIELU,No Churn
6475-VHUIZ,Competitor
6599-SFQVE,Competitor
9732-OUYRN,Dissatisfaction
2828-SLQPF,No Churn
1053-MXTTK,Dissatisfaction
0928-JMXNP,Competitor
5293-WXJAK,No Churn
4723-BEGSG,No Churn
3882-IYOIJ,No Churn
7901-IIDQV,No Churn
0082-OQIQY,No Churn
5248-YGIJN,Competitor
8857-CUPFQ,No Churn
9405-GPBBG,No Churn
0887-HJGAR,No Churn
8711-LOBKY,No Churn
5136-KCKGI,Dissatisfaction
1241-FPMOF,No Churn
4913-EHYUI,No Churn
9531-NSBMR,No Churn
1492-KGETH,No Churn
5245-VDBUR,No Churn
2501-XWWTZ,Attitude
6048-NJXHX,No Churn
5649-VUKMC,Competitor
9548-LIGTA,No Churn
5389-FFVKB,No Churn
1763-KUAAW,Dissatisfaction
0220-EBGCE,No Churn
9339-FIIJL,No Churn
1121-QSIVB,No Churn
4597-NUCQV,No Churn
1389-CXMLU,No Churn
9921-ZVRHG,No Churn
8152-UOBNY,No Churn
6849-WLEYG,No Churn
0471-LVHGK,No Churn
9093-FPDLG,No Churn
0357-NVCRI,No Churn
3724-BSCVH,No Churn
4482-FTFFX,No Churn
2608-BHKFN,No Churn
4785-FCIFB,Other
2581-VKIRT,No Churn
6509-TSGWN,No Churn
1810-BOHSY,No Churn
4878-BUNFV,No Churn
3082-YVEKW,No Churn
3948-XHGNA,No Churn
7054-LGEQW,No Churn
5778-BVOFB,Attitude
0840-DFEZH,No Churn
5383-MMTWC,No Churn
7410-KTVFV,No Churn
8450-LUGUK,No Churn
8660-BUETV,Attitude
7340-KEFQE,No Churn
7107-UBYKY,No Churn
3898-BSJYF,No Churn
2640-PMGFL,Other
9470-YFUYI,No Churn
5186-EJEGL,No Churn
2424-WVHPL,Competitor
7253-UVNDW,No Churn
7576-JMYWV,No Churn
7594-RQHXR,No Churn
0824-VWDPO,No Churn
9027-TMATR,No Churn
2245-ADZFJ,No Churn
0623-IIHUG,No Churn
6603-YRDCJ,Competitor
3190-ITQXP,Other
3428-XZMAZ,No Churn
3349-ANQNH,No Churn
8915-NNTRC,Competitor
4702-HDRKD,Price
0134-XWXCE,No Churn
4726-DLWQN,No Churn
1622-HSHSF,No Churn
3446-QDSZF,No Churn
6695-AMZUF,No Churn
3758-CKOQL,No Churn
6377-WHAOX,No Churn
7576-ASEJU,Competitor
8851-RAGOV,No Churn
9300-RENDD,No Churn
3714-JTVOV,Other
7852-LECYP,Competitor
6110-OHIHY,No Churn
0991-BRRFB,No Churn
3721-WKIIL,No Churn
3166-PNEOF,No Churn
1452-KIOVK,No Churn
4132-KALRO,No Churn
7596-IIWYC,Competitor
9661-MHUMO,Other
8109-YUOHE,No Churn
4425-OWHWB,No Churn
2996-XAUVF,No Churn
2587-EKXTS,No Churn
8747-UDCOI,No Churn
5928-QLDHB,No Churn
5160-UXJED,Attitude
1432-FPAXX,No Churn
8624-GIOUT,No Churn
3638-VBZTA,No Churn
9537-VHDTA,No Churn
7994-UYIVZ,Competitor
3329-WDIOK,No Churn
6906-MPARY,No Churn
6741-QRLUP,Dissatisfaction
1502-XFCVR,No Churn
5117-IFGPS,Competitor
0947-MUGVO,No Churn
0562-KBDVM,No Churn
7029-RPUAV,No Churn
9985-MWVIX,No Churn
1867-BDVFH,No Churn
8348-JLBUG,Other
3902-MIVLE,No Churn
2615-YVMYX,No Churn
6131-FOYAS,No Churn
6614-YOLAC,No Churn
7206-GZCDC,No Churn
9388-ZEYVT,No Churn
6635-MYYYZ,No Churn
7901-HXJVA,No Churn
3023-GFLBR,Competitor
7963-SHNDT,No Churn
3967-KXAPS,No Churn
7426-RHZGU,No Churn
7521-AFHAB,Other
6719-OXYBR,No Churn
6527-PZFPV,No Churn
3891-PUQOD,Competitor
8922-NPKBJ,No Churn
5003-OKNNK,No Churn
4277-UDIEF,No Churn
1845-CSBRZ,Attitude
7776-QGYJC,No Churn
1898-JSNDC,Dissatisfaction
8044-BGWPI,Competitor
6674-KVJHG,Competitor
6467-CHFZW,No Churn
0305-SQECB,No Churn
6994-FGRHH,No Churn
6778-JFCMK,No Churn
2077-DDHJK,Competitor
5468-BPMMO,Competitor
3604-WLABM,No Churn
7743-EXURX,Other
6402-EJMWF,No Churn
7217-JYHOQ,Competitor
2750-BJLSB,No Churn
5868-CZJDR,No Churn
2378-VTKDH,No Churn
2995-UPRYS,No Churn
5564-NEMQO,No Churn
0336-PIKEI,No Churn
2023-VQFDL,Competitor
2984-AFWNC,No Churn
9442-JTWDL,No Churn
3948-FVVRP,No Churn
9097-ZUBYC,No Churn
1545-ACTAS,No Churn
2451-YMUXS,No Churn
7812-FZHPE,No Churn
5915-ANOEI,Competitor
6968-GMKPR,No Churn
0247-SLUJI,No Churn
8595-SIZNC,Price
3045-XETSH,No Churn
6094-ZIVKX,No Churn
9640-ZSLDC,No Churn
0536-BGFMZ,No Churn
7641-TQFHN,No Churn
0327-WFZSY,Competitor
2252-JHJGE,No Churn
5003-XZWWO,No Churn
5208-HFSBT,No Churn
7519-JTWQH,No Churn
7762-ONLJY,No Churn
1091-SOZGA,No Churn
8782-LKFPK,Competitor
8048-DSDFQ,No Churn
2373-NTKOD,No Churn
5447-WZAFP,No Churn
5567-WSELE,No Churn
0576-WNXXC,No Churn
4083-EUGRJ,No Churn
0774-IFUVM,Competitor
5628-RKIFK,No Churn
1682-VCOIO,No Churn
7537-RBWEA,No Churn
2277-VWCNI,No Churn
2037-SGXHH,Competitor
2266-SJNAT,No Churn
7570-WELNY,No Churn
9489-UTFKA,No Churn
6100-QQHEB,No Churn
9896-UYMIE,No Churn
2251-PYLPB,No Churn
5647-URDKA,Competitor
4304-XUMGI,Competitor
0529-ONKER,No Churn
2514-GINMM,No Churn
3005-TYFRD,No Churn
5568-DMXZS,No Churn
5792-JALQC,Price
6538-POCHL,No Churn
9986-BONCE,No Churn
3043-TYBNO,Competitor
0136-IFMYD,Attitude
2195-VVRJF,No Churn
1585-MQSSU,No Churn
8840-DQLGN,No Churn
5887-IKKYO,Price
0877-SDMBN,No Churn
0848-SOMKO,No Churn
3315-IKYZQ,No Churn
7675-OZCZG,No Churn
3644-QXEHN,No Churn
1708-PBBOA,No Churn
2869-ADAWR,Competitor
4525-VZCZG,No Churn
0836-SEYLU,No Churn
2946-KIQSP,Dissatisfaction
3452-SRFEG,Competitor
8413-YNHNV,No Churn
7693-LCKZL,No Churn
3669-LVWZB,No Churn
0654-PQKDW,No Churn
5095-ETBRJ,No Churn
6362-QHAFM,No Churn
7785-RDVIG,No Churn
7579-OOPEC,Other
9250-WYPLL,No Churn
8620-RJPZN,No Churn
8606-OEGQZ,No Churn
4389-UEFCZ,No Churn
2230-XTUWL,No Churn
0032-PGELS,No Churn
8485-GJCDN,No Churn
3282-ZISZV,No Churn
1455-HFBXA,Competitor
5013-SBUIH,No Churn
6024-RUGGH,No Churn
4381-MHQDC,No Churn
9498-FIMXL,No Churn
3393-FMZPV,No Churn
1269-FOYWN,Other
2322-VCZHZ,No Churn
7647-GYYKX,No Churn
8815-LMFLX,No Churn
3908-MKIMJ,No Churn
0516-OOHAR,No Churn
7639-OPLNG,No Churn
8873-GLDMH,No Churn
4465-VDKIQ,No Churn
1686-STUHN,No Churn
3164-YAXFY,Attitude
9342-VNIMQ,No Churn
4390-KYULV,No Churn
6671-NGWON,No Churn
0269-XFESX,No Churn
3807-XHCJH,No Churn
9101-BWFSS,Price
9430-FRQOC,Competitor
4510-PYUSH,No Churn
7926-IJOOU,No Churn
7055-VKGDA,No Churn
0383-CLDDA,No Churn
4822-LPTYJ,Price
9137-NOQKA,No Churn
7272-QDCKA,Competitor
6437-UDQJM,Dissatisfaction
8111-RKSPX,No Churn
8580-AECUZ,No Churn
6339-RZCBJ,No Churn
5376-DEQCP,No Churn
8910-LEDAG,Attitude
4201-JMNGR,No Churn
2176-LVPNX,No Churn
0112-QWPNC,No Churn
6574-MCOEH,No Churn
3086-RUCRN,No Churn
6586-PSJOX,No Churn
3317-VLGQT,No Churn
2294-SALNE,No Churn
6754-WKSHP,Competitor
8212-CRQXP,No Churn
4501-UYKBC,No Churn
3372-CDXFJ,No Churn
3787-TRIAL,No Churn
1699-UOTXU,No Churn
8996-ZROXE,Dissatisfaction
0909-SDHNU,No Churn
5827-MWCZK,No Churn
4526-EXKKN,No Churn
2957-JIRMN,Attitude
0947-IDHRQ,Competitor
1814-WFGVS,Dissatisfaction
2361-FJWNO,No Churn
2669-OIDSD,No Churn
2586-CWXVV,No Churn
5795-BKOYE,No Churn
3312-UUMZW,No Churn
1310-QRITU,Competitor
5583-EJXRD,Price
8225-BTJAU,No Churn
9474-PHLYD,No Churn
2907-ILJBN,No Churn
2868-SNELZ,Attitude
5226-NOZFC,No Churn
4884-LEVMQ,No Churn
2005-DWQZJ,No Churn
3125-RAHBV,Other
0969-RGKCU,No Churn
6408-OTUBZ,No Churn
1352-VHKAJ,No Churn
2160-GPFXD,No Churn
1621-YNCJH,No Churn
8824-RWFXJ,No Churn
2683-JXWQQ,No Churn
0871-OPBXW,Competitor
3540-RZJYU,No Churn
2316-ESMLS,No Churn
5701-ZIKJE,Attitude
2826-DXLQO,No Churn
1036-GUDCL,Dissatisfaction
1784-BXEFA,No Churn
2277-DJJDL,Competitor
0971-QIFJK,No Churn
6506-EYCNH,No Churn
6418-PIQSP,No Churn
9102-IAYHT,Competitor
8417-FMLZI,No Churn
1024-GUALD,No Churn
2235-DWLJU,Competitor
9975-SKRNR,No Churn
2867-UIMSS,No Churn
7521-YXVZY,No Churn
2985-JUUBZ,No Churn
2144-BFDSO,Competitor
8879-ZKJOF,No Churn
4629-NRXKX,Competitor
8845-LWKGE,No Churn
3473-XIIIT,No Churn
7479-NITWS,No Churn
1658-TJVOA,Competitor
5153-RTHKF,No Churn
4851-BQDNX,No Churn
7787-BNTZM,Competitor
0533-UCAAU,No Churn
9975-GPKZU,No Churn
3165-HDOEW,No Churn
1803-BGNBD,No Churn
8039-ACLPL,Price
8212-DJRCH,Competitor
1208-NBVFH,Other
2519-TWKFS,No Churn
1769-GRUIK,No Churn
2887-JPYLU,No Churn
0315-LVCRK,No Churn
3873-NFTGI,No Churn
3090-LETTY,No Churn
0013-EXCHZ,No Churn
6581-NQCBA,No Churn
1576-PFZIW,No Churn
1573-LGXBA,No Churn
5320-BRKGK,No Churn
2446-ZKVAF,No Churn
0899-WZRSD,No Churn
3737-XBQDD,No Churn
5624-RYAMH,No Churn
3468-DRVQJ,No Churn
7470-DYNOE,Attitude
8963-JLGJT,Attitude
2176-OSJUV,No Churn
5405-ZMYXQ,No Churn
4081-DYXAV,No Churn
6103-LIANB,No Churn
1047-RNXZV,Attitude
4111-BNXIF,No Churn
8226-BXGES,No Churn
2096-XOTMO,Other
8931-GJJIQ,No Churn
8929-KSWIH,No Churn
7797-EJMDP,Competitor
8696-JKZNU,No Churn
2868-MZAGQ,Other
7966-YOTQW,Competitor
7359-SSBJK,Competitor
9174-IHETN,No Churn
0201-OAMXR,Competitor
1112-CUNAO,Dissatisfaction
2607-DHDAK,Attitude
8650-RHRKE,No Churn
8514-VZHEB,Competitor
1215-FIGMP,No Churn
7398-HPYZQ,No Churn
2146-EGVDT,No Churn
4742-DRORA,Competitor
6248-TKCQV,Competitor
3001-CBHLQ,Attitude
8903-XEBGX,No Churn
2668-TZSPS,No Churn
7964-VEXDG,No Churn
0410-IPFTY,No Churn
4625-LAMOB,No Churn
6584-VQMYT,Dissatisfaction
7638-QVMVY,No Churn
4523-WXCEF,No Churn
1796-JANOW,No Churn
7696-AMHOD,No Churn
2192-CKRLV,No Churn
3640-PHQXK,No Churn
0757-WCUUZ,No Churn
2097-YVPKN,No Churn
0365-GXEZS,No Churn
8111-BKVDS,No Churn
6598-KELSS,No Churn
0432-CAJZV,No Churn
0661-KBKPA,Attitude
2296-DKZFP,No Churn
5832-EXGTT,Dissatisfaction
0320-DWVTU,No Churn
3489-HHPFY,No Churn
0347-UBKUZ,Competitor
7284-BUYEC,Competitor
0356-ERHVT,No Churn
7306-YDSOI,No Churn
4182-BGSIQ,Competitor
4881-GQJTW,No Churn
0637-KVDLV,Attitude
4871-JTKJF,No Churn
0002-ORFBO,Competitor
5759-RCVCB,No Churn
5336-UFNZP,No Churn
9828-QHFBK,No Churn
0756-MPZRL,No Churn
2433-KMEAS,Competitor
3520-FJGCV,No Churn
6897-UUBNU,Competitor
8835-VSDSE,No Churn
3948-KXDUF,No Churn
3647-GMGDH,No Churn
5124-EOGYE,Dissatisfaction
1360-XFJMR,Competitor
6496-SLWHQ,No Churn
9167-APMXZ,Competitor
5940-NFXKV,No Churn
8058-DMYRU,No Churn
3838-OZURD,No Churn
1354-YZFNB,Attitude
7279-BUYWN,Other
5935-FCCNB,Other
6733-LRIZX,No Churn
6952-OMNWB,Competitor
4355-CVPVS,Attitude
0422-UXFAP,Attitude
1205-WNWPJ,No Churn
9334-GWGOW,No Churn
8241-JUIQO,Competitor
1666-JZPZT,No Churn
0975-VOOVL,Attitude
5590-ZSKRV,Price
1077-HUUJM,No Churn
7665-TOALD,Competitor
6651-RLGGM,No Churn
9289-LBQVU,No Churn
5193-QLVZB,No Churn
3249-VHRIP,No Churn
0404-AHASP,No Churn
7446-SFAOA,No Churn
6851-WEFYX,Dissatisfaction
2207-RYYRL,No Churn
2223-GDSHL,No Churn
8466-PZBLH,No Churn
5018-HEKFO,Competitor
0378-TOVMS,Competitor
3021-VLNRJ,No Churn
8544-JNBOX,No Churn
9741-YLNTD,No Churn
4378-BZYFP,Price
0843-WTBXE,No Churn
7729-JTEEC,No Churn
4554-YGZIH,Competitor
8413-VONUO,No Churn
8612-GXIDD,Dissatisfaction
8541-QVFKM,No Churn
1257-SXUXQ,No Churn
1261-FWTTE,No Churn
0397-ZXWQF,No Churn
4700-UBQMV,No Churn
4988-IQIGL,No Churn
2863-IMQDR,No Churn
3842-IYKUE,Attitude
7139-JZFVG,No Churn
6353-BRMMA,Other
7998-ZLXWN,No Churn
7101-HRBLJ,Price
4526-RMTLL,No Churn
4378-MYPGO,Competitor
6692-YQHXC,No Churn
5256-SKJGO,Price
6982-SSHFK,No Churn
5875-YPQFJ,No Churn
8707-HOEDG,No Churn
3723-BFBGR,No Churn
8749-JMNKX,No Churn
3733-UOCWF,No Churn
5820-PTRYM,No Churn
5566-SOEZD,No Churn
4537-DKTAL,Competitor
8265-HKSOW,No Churn
6556-DBKZF,No Churn
8148-WOCMK,No Churn
5345-BMKWB,No Churn
3422-WJOYD,Competitor
2696-NARTR,Attitude
3933-DQPWX,Price
3219-JQRSL,No Churn
6478-HRRCZ,No Churn
0709-TVGUR,No Churn
2111-DWYHN,No Churn
8699-ASUFO,No Churn
3186-BAXNB,No Churn
4012-ZTHBR,Attitude
6933-FHBZC,No Churn
6416-TVAIH,No Churn
1976-AZZPJ,No Churn
1291-CUOCY,No Churn
0266-GMEAO,No Churn
1173-NOEYG,No Churn
9504-DSHWM,No Churn
2924-KHUVI,No Churn
2357-COQEK,No Churn
8329-GWVPJ,No Churn
4821-WQOYN,Attitude
0617-FHSGK,Competitor
6997-UVGOX,Competitor
9061-TIHDA,No Churn
0064-YIJGF,No Churn
3258-SANFR,No Churn
6283-GITPX,No Churn
9572-WUKSB,No Churn
9065-ZCPQX,No Churn
9170-GYZJC,Attitude
0771-WLCLA,Competitor
2920-RNCEZ,Competitor
2720-WGKHP,No Churn
1335-NTIUC,Competitor
7219-TLZHO,Competitor
5539-TMZLF,No Churn
7073-QETQY,No Churn
8098-LLAZX,Competitor
9445-ZUEQE,No Churn
3904-UKFRE,No Churn
1626-ERCMM,No Churn
9357-UJRUN,Attitude
6196-HBOBZ,No Churn
6549-BTYPG,Dissatisfaction
0222-CNVPT,No Churn
2480-SQIOB,No Churn
0257-KXZGU,No Churn
7668-XCFYV,Competitor
0280-XJGEX,No Churn
7439-DKZTW,Attitude
5154-VEKBL,Attitude
0719-SYFRB,No Churn
2806-MLNTI,Competitor
4146-SVFUD,Attitude
5680-LQOGP,No Churn
3308-JSGML,No Churn
5922-ABDVO,No Churn
3488-PGMQJ,Competitor
8022-BECSI,No Churn
5298-GSTLM,No Churn
4804-NCPET,No Churn
9944-HKVVB,No Churn
6481-ESCNL,Competitor
8292-ITGYJ,No Churn
8357-EQXFO,Competitor
4933-IKULF,No Churn
9076-AXYIK,Competitor
8515-OCTJS,No Churn
9820-RMCQV,Competitor
4566-GOLUK,Competitor
6615-NGGZJ,No Churn
0125-LZQXK,No Churn
5762-TJXGK,No Churn
8080-POTJR,No Churn
9269-CQOOL,No Churn
5949-EBSQK,No Churn
6326-MTTXK,No Churn
8200-KLNYW,Price
3190-XFANI,No Churn
3334-CTHOL,Other
1757-TCATG,No Churn
9560-ARGQJ,No Churn
7225-CBZPL,No Churn
3006-XIMLN,Price
7660-HDPJV,Competitor
7733-UDMTP,No Churn
3976-NLDEZ,Price
3223-WZWJM,No Churn
4627-MIHJH,No Churn
6284-AHOOQ,No Churn
7802-EFKNY,Attitude
3620-MWJNE,No Churn
4315-MURBD,No Churn
8950-MTZNV,No Churn
8380-MQINP,Other
7661-CPURM,No Churn
1925-TIBLE,No Churn
5219-YIPTK,No Churn
8065-YKXKD,No Churn
7599-FKVXZ,No Churn
2292-XQWSV,No Churn
2947-DOMLJ,No Churn
9681-OXGVC,No Churn
1964-SVLEA,No Churn
8685-WHQPW,No Churn
5131-PONJI,No Churn
6008-NAIXK,No Churn
9092-GDZKO,Other
8348-HFYIV,No Churn
1833-TCXKK,No Churn
7184-LRUUR,Competitor
5924-IFQTT,No Churn
2371-JQHZZ,No Churn
4332-MUOEZ,Competitor
8325-QRPZR,No Churn
9207-ZPANB,No Churn
2959-FENLU,Dissatisfaction
0769-MURVM,No Churn
8474-UMLNT,No Churn
4452-QIIEB,No Churn
9507-EXLTT,No Churn
3701-SFMUH,No Churn
9547-ITEFG,No Churn
2829-HYVZP,No Churn
2568-BRGYX,No Churn
8263-QMNTJ,Competitor
8430-TWCBX,No Churn
2770-NSVDG,No Churn
5294-CDGWY,No Churn
1895-QTKDO,No Churn
7996-MHXLW,No Churn
8975-SKGRX,No Churn
9139-TWBAS,No Churn
7208-PSIHR,No Churn
2075-PUEPR,Attitude
4373-VVHQL,No Churn
8722-PRFDV,No Churn
4307-KWMXE,No Churn
6067-NGCEU,No Churn
6543-XRMYR,No Churn
8821-KVZKQ,Other
4098-NAUKP,Competitor
6656-JWRQX,No Churn
4631-OACRM,No Churn
7196-LIWRH,Competitor
4360-PNRQB,No Churn
8402-OOOHJ,Price
6240-EURKS,Other
4560-WQAQW,No Churn
8777-PVYGU,No Churn
6286-ZHAOK,Price
2724-FJDYW,No Churn
7683-CBDKJ,No Churn
6917-YACBP,No Churn
4626-GYCZP,No Churn
7968-QUXNS,No Churn
6036-TTFYU,No Churn
3066-RRJIO,No Churn
9750-BOOHV,No Churn
5546-QUERU,No Churn
3315-TOTBP,No Churn
0373-AIVNJ,No Churn
2049-BAFNW,No Churn
5644-PDMZC,Attitude
0661-WCQNQ,No Churn
6651-AZVTJ,No Churn
5384-ZTTWP,Dissatisfaction
7941-RCJOW,Other
8124-NZVGJ,No Churn
1821-BUCWY,No Churn
8980-WQFWL,Other
9026-LHEVG,No Churn
2013-SGDXK,No Churn
1790-NESIO,Other
7613-LLQFO,No Churn
2495-TTHBQ,Attitude
1891-FZYSA,No Churn
4572-DVCGN,No Churn
6285-FTQBF,No Churn
6734-CKRSM,Competitor
3445-HXXGF,No Churn
8819-ZBYNA,No Churn
6726-NNFWD,No Churn
0228-MAUWC,Price
5536-SLHPM,No Churn
4547-LYTDD,No Churn
9359-UGBTK,No Churn
3161-GETRM,No Churn
7239-HZZCX,No Churn
6244-BESBM,No Churn
3085-QUOZK,No Churn
8769-KKTPH,Competitor
5366-IJEQJ,No Churn
8621-MNIHH,No Churn
8107-RZLNV,No Churn
2338-BQEZT,Competitor
3621-CEOVK,No Churn
5973-EJGDP,Dissatisfaction
3050-RLLXC,No Churn
1767-CJKBA,No Churn
9763-GRSKD,No Churn
7029-IJEJK,No Churn
0748-RDGGM,No Churn
0187-WZNAB,No Churn
1478-VPOAD,Competitor
9142-XMYJH,No Churn
4883-KCPZJ,No Churn
8714-EUHJO,No Churn
9891-NQDBD,No Churn
3865-QBWSJ,Price
1042-HFUCW,Attitude
8041-TMEID,No Churn
6437-UKHMV,No Churn
0853-TWRVK,Dissatisfaction
9588-YRFHY,No Churn
3797-FKOGQ,No Churn
4847-TAJYI,No Churn
4922-CVPDX,Competitor
1925-GMVBW,No Churn
8868-GAGIO,No Churn
1580-BMCMR,No Churn
0725-CXOTM,No Churn
9763-PDTKK,No Churn
0602-DDUML,No Churn
7181-OQCUT,Competitor
1839-UMACK,No Churn
4462-CYWMH,No Churn
5161-XEUVX,No Churn
2393-DIVAI,No Churn
7515-LODFU,No Churn
0506-YLVKJ,No Churn
1170-SASML,No Churn
9803-FTJCG,Attitude
3259-KNMRR,No Churn
6848-HJTXY,No Churn
4719-UMSIY,No Churn
1699-TLDLZ,Attitude
5148-HKFIR,No Churn
7841-TZDMQ,No Churn
4832-VRBMR,Competitor
5828-DWPIL,No Churn
7398-SKNQZ,Attitude
2178-PMGCJ,No Churn
4568-TTZRT,No Churn
3511-BFTJW,No Churn
6513-EECDB,No Churn
5494-WOZRZ,No Churn
9122-UMROB,Attitude
8739-QOTTN,Attitude
3082-VQXNH,No Churn
5678-VFNEQ,No Churn
1162-ECVII,No Churn
2931-FSOHN,No Churn
1241-EZFMJ,Competitor
1089-HDMKP,No Churn
1298-PHBTI,No Churn
8750-QWZAJ,No Churn
6199-IPCAO,No Churn
2252-ISRNH,No Churn
6184-DYUOB,No Churn
8513-OLYGY,Other
2789-CZANW,No Churn
6419-ZTTLE,No Churn
8190-ZTQFB,No Churn
6942-LBFDP,No Churn
7524-VRLPL,No Churn
3094-JOJAI,No Churn
1216-JWVUX,No Churn
9091-WTUUY,No Churn
4891-NLUBA,No Churn
4999-IEZLT,Attitude
5774-QPLTF,Competitor
0634-SZPQA,No Churn
4849-PYRLQ,No Churn
5998-VVEJY,Attitude
5227-JSCFE,No Churn
6507-DTJZV,No Churn
9938-PRCVK,No Churn
9838-BFCQT,No Churn
1086-LXKFY,No Churn
6476-YHMGA,No Churn
4280-DLSHD,No Churn
8073-IJDCM,Other
4459-BBGHE,No Churn
8097-VBQTZ,No Churn
2937-FTHUR,No Churn
8510-TMWYB,No Churn
5327-XOKKY,No Churn
0023-UYUPN,Price
9817-APLHW,No Churn
3566-HJGPK,No Churn
7321-KKSDU,No Churn
2203-GHNWN,No Churn
6013-BHCAW,No Churn
2460-FPSYH,Other
3391-JSQEW,No Churn
0603-OLQDC,No Churn
6490-FGZAT,No Churn
4737-HOBAX,Competitor
3178-FESZO,No Churn
1334-FJSVR,No Churn
2761-OCIAX,No Churn
8966-OIQHG,No Churn
7599-NTMDP,Competitor
5192-EBGOV,No Churn
4884-ZTHVF,No Churn
5671-RQRLP,No Churn
9565-AXSMR,No Churn
2739-CCZMB,No Churn
7577-SWIFR,No Churn
5756-JYOJT,No Churn
4355-HBJHH,No Churn
9633-DENPU,Attitude
4083-BFNYK,No Churn
6874-SGLHU,No Churn
3481-JHUZH,Competitor
1251-KRREG,No Churn
7780-OTDSO,No Churn
4369-HTUIF,No Churn
9298-WGMRW,No Churn
1536-HBSWP,No Churn
1098-TDVUQ,No Churn
9518-IMLHK,No Churn
7654-YWJUF,No Churn
2108-GLPQB,No Churn
0440-EKDCF,No Churn
8495-PRWFH,No Churn
4395-PZMSN,No Churn
0623-GDISB,No Churn
5998-DZLYR,Dissatisfaction
4195-SMMNX,Competitor
2737-WFVYW,No Churn
0787-LHDYT,No Churn
4727-MCYZG,Other
9184-GALIL,No Churn
3005-NFMTA,No Churn
3487-EARAT,No Churn
4290-BSXUX,No Churn
6178-KFNHS,Competitor
4393-GEADV,No Churn
8741-LQOBK,No Churn
0595-ITUDF,No Churn
4323-SADQS,No Churn
9258-CNWAC,No Churn
5854-KSRBJ,No Churn
2458-EOMRE,No Churn
8350-NYMVI,Price
3585-ISXZP,No Churn
1761-AEZZR,No Churn
2197-OMWGI,No Churn
7274-RTAPZ,No Churn
1830-GGFNM,No Churn
0378-NHQXU,No Churn
2791-SFVEW,No Churn
6234-PFPXL,Dissatisfaction
4828-FAZPK,No Churn
4619-EVPHY,Competitor
9658-WYUFB,No Churn
7786-WBJYI,No Churn
7771-ZONAT,No Churn
1004-NOZNR,No Churn
7593-XFKDI,No Churn
3352-ALMCK,No Churn
1140-UKVZG,No Churn
3987-KQDDU,Attitude
2256-YLYLP,No Churn
7422-WNBTY,No Churn
2483-XSSMZ,No Churn
8043-PNYSD,Attitude
7079-QRCBC,No Churn
2054-PJOCK,No Churn
7100-FQPRV,No Churn
7596-LDUXP,Competitor
2897-DOVND,No Churn
3144-AUDBS,Other
8785-CJSHH,No Churn
0487-VVUVK,No Churn
2890-WFBHU,No Churn
1131-ALZWV,No Churn
2207-OBZNX,No Churn
9412-ARGBX,No Churn
4979-HPRFL,Price
3793-MMFUH,Attitude
5515-RUGKN,No Churn
2485-ITVKB,No Churn
8937-RDTHP,No Churn
1335-HQMKX,Competitor
1200-TUZHR,No Churn
5173-WXOQV,No Churn
3506-OVLKD,No Churn
4877-TSOFF,Attitude
3744-ZRRDZ,Attitude
2320-JRSDE,No Churn
5176-LDKUH,No Churn
7508-SMHXL,No Churn
5512-IDZEI,No Churn
7103-IPXPJ,No Churn
4026-SKKHW,Competitor
5844-QVTAT,No Churn
5940-AHUHD,No Churn
4767-HZZHQ,No Churn
8455-HIRAQ,No Churn
8338-QIUNR,No Churn
0657-DOGUM,Price
7989-AWGEH,No Churn
5174-RNGBH,No Churn
3345-PBBFH,No Churn
8738-JOKAR,No Churn
4931-TRZWN,No Churn
7148-XZPHA,No Churn
4075-JFPGR,No Churn
2235-EZAIK,No Churn
6810-VCAEX,Attitude
9479-HYNYL,Dissatisfaction
7312-XSBAT,No Churn
5583-SXDAG,No Churn
8760-ZRHKE,No Churn
9822-OAOVB,No Churn
6631-HMANX,No Churn
0564-MUUQK,No Churn
4524-QCSSM,No Churn
6296-DDOOR,No Churn
5843-TTHGI,Attitude
9480-BQJEI,No Churn
5233-GEEAX,Competitor
7471-MQPOS,No Churn
2462-XIIJB,No Churn
1951-IEYXM,No Churn
0689-DSXGL,No Churn
5858-EAFCZ,No Churn
6599-CEBNN,No Churn
4143-HHPMK,No Churn
8404-VLQFB,Competitor
2533-TIBIX,No Churn
4183-WCSEP,No Churn
