Customer ID,Count,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
2139-FQHLM,1.0,Q3,Yes,1.0,24.0,Offer C,No,0.0,No,Yes,DSL,75.0,,Yes,,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,52.5,1208.15,0.0,0.0,,1208.15
5968-XQIVE,1.0,Q3,No,0.0,19.0,,Yes,36.88,Yes,,DSL,27.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,,56.1,1033.9,0.0,0.0,,1734.6200000000001
1266-NZYUI,1.0,Q3,Yes,1.0,22.0,Offer D,Yes,11.39,Yes,Yes,Fiber Optic,56.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,,Bank Withdrawal,,1885.15,0.0,0.0,250.58,2135.73
1349-WXNGG,,Q3,Yes,,70.0,None,Yes,14.15,,No,None,0.0,,No,No,No,,No,,No,Two Year,Yes,,26.0,,0.0,0.0,,
1958-RNRKS,1.0,Q3,Yes,1.0,49.0,None,Yes,12.39,No,Yes,Fiber Optic,46.0,,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,99.4,5025.0,0.0,10.0,607.11,5642.11
5743-KHMNA,,Q3,Yes,1.0,42.0,None,Yes,14.8,No,Yes,,23.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,,73.15,3088.25,0.0,,,3709.85
3733-LSYCE,1.0,Q3,No,0.0,57.0,None,Yes,9.32,No,Yes,DSL,20.0,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,54.65,3134.7,,0.0,531.24,3665.9399999999996
0384-RVBPI,1.0,Q3,Yes,1.0,72.0,,Yes,1.67,Yes,Yes,Fiber Optic,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,115.55,8312.4,0.0,,,8432.64
4377-VDHYI,1.0,Q3,Yes,5.0,35.0,Offer C,Yes,1.53,No,Yes,Fiber Optic,57.0,No,Yes,No,Yes,Yes,,No,Yes,One Year,Yes,Bank Withdrawal,89.7,3165.6,0.0,0.0,,3219.15
5995-SNNEW,1.0,Q3,Yes,8.0,72.0,None,,37.45,,,DSL,48.0,Yes,Yes,,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,92.4,,0.0,150.0,2696.4,9632.5
6942-LBFDP,1.0,Q3,Yes,9.0,28.0,Offer C,Yes,21.91,No,No,None,0.0,No,,No,No,No,No,No,No,One Year,No,Credit Card,19.9,543.0,0.0,0.0,,1156.48
0307-BCOPK,1.0,Q3,No,0.0,45.0,None,Yes,40.59,,No,None,0.0,No,,No,No,No,No,No,,One Year,No,,18.85,,0.0,0.0,1826.5500000000002,
6128-CZOMY,1.0,Q3,No,,1.0,None,Yes,15.22,Yes,No,None,0.0,,No,No,No,No,No,No,No,Month-to-Month,,,25.75,25.75,0.0,0.0,15.22,40.97
0471-LVHGK,1.0,Q3,No,0.0,6.0,None,Yes,43.19,No,,None,0.0,No,No,No,No,No,No,,No,Month-to-Month,Yes,Credit Card,20.95,109.5,,0.0,,368.64
5312-UXESG,1.0,Q3,,,25.0,Offer C,Yes,19.56,Yes,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.4,,0.0,0.0,488.99999999999994,1035.85
5536-SLHPM,1.0,Q3,Yes,3.0,64.0,Offer B,Yes,14.93,No,No,,0.0,No,,No,,,No,No,No,Two Year,Yes,Bank Withdrawal,19.7,1274.05,0.0,0.0,955.52,2229.5699999999997
2237-ZFSMY,1.0,Q3,Yes,1.0,52.0,Offer B,Yes,44.79,,Yes,Fiber Optic,52.0,No,No,Yes,No,Yes,Yes,Yes,,One Year,,Bank Withdrawal,101.25,5301.1,0.0,,2329.08,7630.18
5568-DMXZS,1.0,Q3,Yes,3.0,9.0,None,Yes,22.41,Yes,Yes,Fiber Optic,21.0,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,,,0.0,0.0,201.69,
9830-ECLEN,1.0,Q3,No,0.0,,Offer B,Yes,26.25,,No,None,0.0,No,No,No,,No,No,No,,Two Year,,,20.1,1079.45,0.0,0.0,1417.5,
3393-FMZPV,1.0,,Yes,7.0,64.0,Offer B,Yes,21.16,Yes,Yes,Fiber Optic,23.0,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Two Year,,Bank Withdrawal,110.3,6997.3,0.0,0.0,1354.24,8351.54
0203-HHYIJ,1.0,Q3,No,0.0,12.0,Offer D,Yes,15.97,No,Yes,Fiber Optic,19.0,Yes,No,No,No,,No,No,Yes,One Year,Yes,,85.15,979.05,,0.0,191.64000000000001,
0373-AIVNJ,,Q3,No,0.0,45.0,Offer B,,,Yes,Yes,DSL,15.0,Yes,No,No,,No,Yes,Yes,Yes,Two Year,No,,73.55,3349.1,0.0,0.0,1993.05,
9972-EWRJS,,Q3,No,,10.0,Offer D,Yes,13.51,No,,DSL,14.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,,492.1,0.0,0.0,135.1,627.2
7517-LDMPS,1.0,Q3,No,0.0,24.0,Offer C,Yes,42.66,Yes,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.6,,0.0,0.0,1023.8399999999999,1629.09
5976-JCJRH,1.0,Q3,Yes,7.0,66.0,None,Yes,31.53,No,,None,0.0,No,,No,No,No,No,,No,Two Year,Yes,,19.75,1344.5,,0.0,,3425.48
8107-RZLNV,1.0,Q3,No,0.0,51.0,Offer B,Yes,27.3,No,Yes,Fiber Optic,13.0,Yes,No,No,No,Yes,No,No,Yes,One Year,No,Credit Card,86.35,4267.15,0.0,0.0,1392.3,5659.45
2038-OEQZH,1.0,Q3,Yes,,45.0,Offer B,Yes,42.32,Yes,No,None,0.0,,No,No,,No,No,No,No,Two Year,No,Credit Card,25.5,,0.0,0.0,1904.4,3025.45
5322-TEUJK,1.0,Q3,Yes,3.0,49.0,Offer B,Yes,13.13,,No,,0.0,No,No,No,,No,No,No,No,One Year,No,Credit Card,19.0,918.7,0.0,0.0,643.37,
9298-WGMRW,,Q3,Yes,6.0,29.0,Offer C,Yes,49.96,No,No,None,0.0,No,No,No,No,No,,No,,Two Year,Yes,,19.55,521.8,0.0,,,1970.6399999999999
0289-IVARM,1.0,Q3,Yes,6.0,40.0,Offer B,Yes,11.5,Yes,Yes,Fiber Optic,22.0,Yes,Yes,,Yes,Yes,Yes,Yes,,Month-to-Month,Yes,Credit Card,110.1,4469.1,,0.0,460.0,4929.1
0068-FIGTF,1.0,Q3,,0.0,25.0,Offer C,Yes,40.11,No,Yes,,18.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,,1729.35,0.0,100.0,1002.75,2832.1
1139-WUOAH,1.0,,No,,22.0,None,,0.0,No,Yes,DSL,8.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.6,1073.3,0.0,0.0,0.0,1073.3
9018-PCIOK,1.0,Q3,,1.0,33.0,Offer C,Yes,1.62,No,Yes,Cable,30.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,82.1,2603.1,0.0,0.0,53.46,2656.56
8106-GWQOK,1.0,Q3,No,0.0,23.0,None,Yes,15.18,No,Yes,Fiber Optic,46.0,No,Yes,No,Yes,No,,No,Yes,,Yes,Credit Card,,1783.75,0.0,0.0,349.14,2132.89
5854-KSRBJ,1.0,Q3,No,0.0,69.0,None,Yes,47.43,Yes,Yes,DSL,22.0,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Two Year,No,Credit Card,90.65,6322.1,0.0,,3272.67,9594.77
0880-TKATG,1.0,Q3,No,0.0,3.0,None,Yes,11.27,No,No,None,0.0,,No,,No,No,,No,No,One Year,,Credit Card,20.55,57.4,0.0,0.0,,91.21000000000001
1136-XGEQU,1.0,Q3,No,0.0,65.0,None,Yes,33.11,Yes,Yes,Fiber Optic,,Yes,No,,Yes,Yes,Yes,Yes,,One Year,Yes,Credit Card,110.0,7138.65,0.0,0.0,2152.15,9290.8
2245-ADZFJ,1.0,,Yes,5.0,71.0,None,Yes,,No,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.85,1539.75,0.0,0.0,3182.22,4721.969999999999
5219-YIPTK,1.0,Q3,No,0.0,2.0,None,Yes,33.75,No,Yes,,10.0,,,No,No,,No,,Yes,Month-to-Month,Yes,,70.15,123.8,0.0,0.0,67.5,
5934-TSSAU,1.0,Q3,No,0.0,40.0,None,Yes,,No,Yes,,58.0,,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,67.45,2731.0,,0.0,1562.0,4293.0
0017-IUDMW,1.0,Q3,No,0.0,1.0,None,Yes,36.28,No,No,None,0.0,No,No,No,No,No,No,No,,Month-to-Month,No,,20.75,20.75,0.0,0.0,36.28,57.03
2309-OSFEU,1.0,Q3,No,,71.0,None,Yes,39.08,Yes,No,,0.0,No,,,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.55,1898.1,0.0,0.0,2774.68,
8091-TTVAX,1.0,Q3,,6.0,,,Yes,8.53,Yes,Yes,Cable,73.0,Yes,No,No,Yes,,No,,Yes,,No,Bank Withdrawal,60.0,3273.95,0.0,0.0,,3734.5699999999997
6243-OZGFH,,Q3,Yes,4.0,31.0,Offer C,Yes,22.42,Yes,Yes,Fiber Optic,21.0,Yes,,No,Yes,No,No,No,Yes,Month-to-Month,,Credit Card,90.55,,0.0,0.0,695.0200000000001,3624.77
8259-DZLIZ,1.0,Q3,No,0.0,11.0,None,Yes,,No,Yes,Fiber Optic,20.0,Yes,No,No,No,No,,No,Yes,Month-to-Month,,Bank Withdrawal,76.4,,0.0,,401.72,1240.42
2979-SXESE,1.0,Q3,Yes,2.0,38.0,Offer C,Yes,32.11,,Yes,DSL,16.0,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,69.0,2669.45,0.0,0.0,1220.18,3889.63
7649-SIJJF,1.0,Q3,No,0.0,5.0,None,Yes,13.54,No,Yes,,,No,No,No,Yes,No,No,,Yes,Month-to-Month,Yes,,48.65,235.2,,0.0,67.69999999999999,
3244-DCJWY,1.0,,,,68.0,,,20.3,Yes,Yes,DSL,13.0,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,80.65,5330.2,0.0,90.0,1380.4,6800.6
7860-KSUGX,,,Yes,,69.0,Offer A,,26.44,No,No,None,,,No,No,No,No,No,No,,One Year,Yes,Credit Card,20.55,1403.1,0.0,0.0,,3227.46
2530-FMFXO,1.0,Q3,Yes,4.0,42.0,None,Yes,36.35,,Yes,DSL,30.0,Yes,Yes,No,Yes,,No,No,Yes,,Yes,Credit Card,66.4,,0.0,,1526.7,4254.5
2831-EBWRN,1.0,Q3,No,0.0,50.0,,Yes,15.1,No,Yes,Fiber Optic,9.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,100.2,,0.0,0.0,755.0,5793.45
9685-WKZGT,1.0,Q3,Yes,,33.0,Offer C,Yes,48.49,No,Yes,DSL,,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.55,1462.6,0.0,0.0,1600.17,3062.77
4184-TJFAN,1.0,Q3,No,,64.0,None,,34.58,Yes,Yes,Fiber Optic,27.0,,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.8,,0.0,,2213.12,
0178-CIIKR,1.0,,No,0.0,59.0,,Yes,47.17,No,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.2,1192.3,0.0,0.0,2783.03,3975.33
2155-AMQRX,,Q3,Yes,10.0,6.0,Offer E,Yes,42.66,Yes,,Cable,85.0,No,No,,No,,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.35,314.55,0.0,0.0,255.95999999999998,570.51
2865-TCHJW,,Q3,,0.0,3.0,Offer E,Yes,6.61,No,No,None,0.0,No,,No,No,No,No,No,,Month-to-Month,No,Credit Card,,56.0,0.0,0.0,19.830000000000002,75.83
5651-CRHKQ,1.0,Q3,Yes,3.0,,None,Yes,,No,No,None,0.0,No,No,No,No,No,No,No,No,,No,Credit Card,20.45,330.8,0.0,,186.15,516.95
0356-ERHVT,1.0,Q3,Yes,,,None,,13.32,No,Yes,DSL,,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,,64.75,877.35,0.0,0.0,173.16,1050.51
3043-SUDUA,1.0,Q3,No,0.0,23.0,None,Yes,14.45,Yes,Yes,Fiber Optic,19.0,No,Yes,No,No,,,Yes,Yes,Month-to-Month,Yes,,98.7,2249.1,0.0,0.0,332.34999999999997,2581.45
5845-BZZIB,1.0,Q3,No,0.0,29.0,Offer C,Yes,,No,,DSL,9.0,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,58.75,1696.2,,50.0,232.0,1978.2
0459-SPZHJ,1.0,Q3,No,0.0,49.0,,,29.18,No,No,None,,,No,No,No,No,No,No,No,One Year,,Credit Card,20.7,,0.0,0.0,1429.82,2461.87
1043-YCUTE,,Q3,Yes,9.0,56.0,,Yes,42.81,Yes,Yes,,51.0,No,,No,No,,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.6,4902.8,0.0,0.0,2397.36,
0620-DLSLK,1.0,Q3,Yes,7.0,21.0,None,Yes,,No,Yes,DSL,19.0,Yes,,Yes,Yes,Yes,Yes,Yes,,One Year,No,,80.9,1714.95,0.0,60.0,236.67,2011.6200000000001
1666-JZPZT,,Q3,Yes,8.0,,None,Yes,48.7,Yes,,None,0.0,No,,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.5,343.6,0.0,,,976.7
0285-INHLN,1.0,Q3,Yes,7.0,1.0,Offer E,,18.63,,No,None,0.0,No,No,No,No,,No,No,,Month-to-Month,Yes,Bank Withdrawal,20.15,20.15,0.0,0.0,18.63,38.78
8610-WFCJF,1.0,Q3,Yes,7.0,25.0,,Yes,13.06,No,No,None,0.0,,No,No,No,No,No,No,No,One Year,No,Credit Card,20.05,520.1,,0.0,326.5,846.6
1373-ORVIZ,1.0,Q3,Yes,6.0,71.0,Offer A,Yes,16.13,No,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.6,,0.0,0.0,,2532.6800000000003
0428-AXXLJ,1.0,Q3,No,0.0,,Offer A,Yes,4.32,Yes,,Fiber Optic,73.0,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,114.3,7383.7,0.0,0.0,,7668.82
2606-PKWJB,1.0,Q3,Yes,1.0,22.0,None,Yes,45.1,No,Yes,Fiber Optic,41.0,No,No,,No,Yes,No,No,No,Month-to-Month,Yes,,80.0,1706.45,,50.0,,2748.65
0585-EGDDA,1.0,Q3,Yes,5.0,67.0,Offer A,Yes,7.91,No,No,None,0.0,No,No,No,No,No,,No,No,One Year,,Bank Withdrawal,20.85,1327.4,0.0,,529.97,1857.3700000000001
6326-MTTXK,1.0,Q3,Yes,5.0,68.0,Offer A,Yes,28.36,Yes,,,82.0,No,No,Yes,,Yes,,No,Yes,Two Year,Yes,Bank Withdrawal,89.95,5974.3,0.0,,1928.48,7902.780000000001
4573-JKNAE,1.0,Q3,Yes,4.0,10.0,Offer E,Yes,20.05,No,No,None,0.0,No,No,No,No,No,No,,No,Two Year,No,Credit Card,20.0,,0.0,0.0,200.5,400.5
8169-SAEJD,,Q3,No,0.0,21.0,None,Yes,22.53,No,No,None,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.35,422.7,0.0,0.0,473.13,895.8299999999999
3398-ZOUAA,,Q3,No,0.0,,Offer E,Yes,47.25,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,,,0.0,0.0,47.25,
1907-UBQFC,1.0,Q3,No,,,Offer D,Yes,,No,No,None,,No,,No,,No,No,No,No,Two Year,No,Credit Card,19.4,358.05,0.0,0.0,511.19,869.24
6137-NICCO,1.0,Q3,No,0.0,,Offer C,,17.26,Yes,Yes,,19.0,,,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.4,2936.25,0.0,0.0,517.8000000000001,3454.05
2676-SSLTO,1.0,Q3,Yes,9.0,22.0,Offer D,Yes,42.58,No,Yes,DSL,82.0,,,No,,,No,Yes,,Month-to-Month,Yes,Credit Card,57.95,1271.8,,,936.76,2208.56
1932-UEDCX,1.0,Q3,,0.0,9.0,Offer E,Yes,39.19,No,Yes,Cable,20.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.5,530.05,0.0,0.0,,882.76
8623-ULFNQ,1.0,Q3,,10.0,1.0,None,Yes,32.78,No,,None,0.0,,No,No,No,No,No,No,,Month-to-Month,No,Credit Card,,19.2,0.0,0.0,32.78,
7997-EASSD,1.0,Q3,Yes,10.0,72.0,Offer A,Yes,44.27,Yes,,Fiber Optic,8.0,,Yes,Yes,,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,103.95,7556.9,,70.0,3187.44,10814.34
8146-QQKZH,1.0,Q3,,9.0,70.0,Offer A,Yes,22.67,Yes,Yes,DSL,29.0,Yes,No,Yes,No,Yes,No,,,Two Year,No,Credit Card,68.95,4858.7,0.0,,1586.9,6445.6
4737-AQCPU,1.0,Q3,No,0.0,,,Yes,43.14,Yes,Yes,Fiber Optic,20.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,Yes,Bank Withdrawal,103.1,6595.0,0.0,0.0,2847.2400000000002,9442.24
1784-BXEFA,1.0,Q3,Yes,9.0,,Offer C,Yes,,Yes,Yes,DSL,51.0,No,,,No,No,No,Yes,Yes,Month-to-Month,No,,62.45,2045.55,0.0,0.0,1064.96,3110.51
7293-LSCDV,1.0,Q3,No,0.0,24.0,None,,27.91,No,Yes,Fiber Optic,59.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.55,2187.15,0.0,,669.84,2856.9900000000002
2692-PFYTJ,1.0,Q3,,0.0,,None,Yes,42.41,Yes,Yes,,4.0,Yes,,Yes,Yes,Yes,,No,No,Month-to-Month,Yes,Credit Card,,,0.0,30.0,1569.1699999999998,4576.12
8541-QVFKM,1.0,Q3,No,0.0,8.0,None,Yes,14.37,No,No,None,0.0,No,,No,No,No,,,No,Month-to-Month,No,Credit Card,20.35,178.7,0.0,0.0,114.96,293.65999999999997
0754-UKWQP,1.0,Q3,,8.0,72.0,Offer A,Yes,,Yes,Yes,Cable,73.0,Yes,,Yes,No,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,71.45,5025.85,0.0,0.0,2807.28,7833.130000000001
8728-SKJLR,1.0,Q3,Yes,3.0,,Offer D,Yes,10.5,No,Yes,,2.0,No,Yes,No,No,Yes,Yes,,Yes,Month-to-Month,Yes,Bank Withdrawal,94.65,1461.15,0.0,0.0,,
5747-PMBSQ,1.0,Q3,Yes,2.0,57.0,None,No,0.0,No,Yes,DSL,14.0,Yes,,Yes,Yes,No,,,,Month-to-Month,Yes,Bank Withdrawal,49.9,2782.4,,0.0,0.0,2782.4
4706-AXVKM,1.0,Q3,No,0.0,66.0,Offer A,Yes,32.22,Yes,,None,0.0,No,No,,No,No,No,No,No,One Year,No,Bank Withdrawal,,,0.0,0.0,2126.52,3825.67
4918-QLLIW,1.0,Q3,Yes,9.0,66.0,Offer A,Yes,,Yes,Yes,DSL,15.0,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,,4428.45,0.0,0.0,2488.86,6917.3099999999995
2080-GKCWQ,1.0,Q3,Yes,5.0,17.0,Offer D,Yes,7.6,Yes,Yes,DSL,52.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,75.4,1322.55,0.0,0.0,,1451.75
8444-WRIDW,1.0,Q3,,,8.0,None,Yes,43.05,No,No,None,0.0,No,,No,No,No,No,No,No,,No,Credit Card,21.05,139.75,,0.0,344.4,484.15
9524-EGPJC,1.0,Q3,Yes,10.0,,None,Yes,13.97,Yes,Yes,Fiber Optic,48.0,No,Yes,,No,No,Yes,Yes,Yes,,No,Credit Card,,,,0.0,474.98,3475.23
3896-ZVNET,1.0,Q3,,0.0,,None,Yes,45.72,No,Yes,Cable,51.0,,Yes,Yes,No,Yes,No,Yes,No,Month-to-Month,Yes,Credit Card,66.4,2245.4,0.0,0.0,1508.76,3754.16
4826-DXMUP,1.0,Q3,,8.0,14.0,,,,Yes,Yes,DSL,76.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,69.2,944.65,0.0,0.0,41.44,986.0899999999999
6663-JOCQO,1.0,Q3,No,0.0,16.0,Offer D,Yes,27.23,,Yes,Fiber Optic,,No,No,No,Yes,No,No,,Yes,One Year,Yes,Credit Card,79.5,1264.2,0.0,0.0,435.68,1699.88
2612-RRIDN,1.0,Q3,No,,,None,Yes,11.11,No,,,27.0,No,No,,Yes,,Yes,Yes,Yes,Two Year,No,Credit Card,100.65,4917.75,0.0,0.0,544.39,5462.14
1580-BMCMR,1.0,,Yes,3.0,70.0,Offer A,Yes,8.36,Yes,,DSL,19.0,Yes,Yes,Yes,Yes,Yes,No,,Yes,Two Year,,Bank Withdrawal,79.7,5743.3,0.0,0.0,,6328.5
2933-XEUJM,1.0,Q3,Yes,3.0,32.0,None,Yes,46.66,No,Yes,DSL,,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,61.4,,0.0,0.0,1493.12,
1771-OADNZ,1.0,Q3,No,0.0,18.0,Offer D,Yes,34.12,No,Yes,Fiber Optic,20.0,No,No,,No,,,,,Month-to-Month,Yes,Bank Withdrawal,69.8,1221.65,0.0,0.0,614.16,1835.81
1548-FEHVL,1.0,,No,0.0,37.0,None,No,0.0,No,Yes,DSL,69.0,Yes,Yes,No,Yes,No,No,,No,Two Year,Yes,Credit Card,40.55,1390.85,0.0,50.0,0.0,1440.85
7016-BPGEU,1.0,Q3,No,0.0,4.0,None,Yes,23.5,Yes,Yes,Fiber Optic,22.0,No,,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.65,302.35,0.0,0.0,,
3308-DGHKL,1.0,Q3,Yes,7.0,,Offer D,Yes,46.71,Yes,Yes,Fiber Optic,8.0,,Yes,,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.5,1336.9,0.0,0.0,794.07,
3948-FVVRP,1.0,Q3,No,0.0,19.0,Offer D,Yes,36.48,No,Yes,DSL,20.0,Yes,,Yes,No,No,No,No,,Month-to-Month,Yes,Bank Withdrawal,60.6,1297.8,0.0,0.0,693.1199999999999,
3118-UHVVQ,1.0,Q3,No,0.0,60.0,,Yes,,Yes,Yes,Fiber Optic,48.0,,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,101.15,,0.0,0.0,603.0,6670.4
7978-DKUQH,1.0,Q3,,7.0,51.0,None,Yes,16.85,,No,None,0.0,No,No,No,,No,No,No,No,Two Year,Yes,Credit Card,24.95,1222.25,0.0,0.0,859.35,2081.6
2162-FRZAA,1.0,,No,0.0,43.0,None,Yes,,No,Yes,DSL,13.0,No,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,60.0,2548.55,0.0,,930.52,3479.07
1623-NLDOT,1.0,Q3,,0.0,1.0,None,Yes,,No,Yes,Cable,,No,No,No,No,No,,No,Yes,Month-to-Month,No,Credit Card,44.75,44.75,0.0,0.0,40.87,
8942-DBMHZ,1.0,Q3,,,,,Yes,23.62,Yes,Yes,Fiber Optic,21.0,Yes,Yes,Yes,,Yes,No,No,Yes,Two Year,No,Credit Card,98.0,,0.0,0.0,1488.0600000000002,7706.51
0486-HECZI,1.0,,Yes,2.0,68.0,Offer A,Yes,24.01,Yes,Yes,,48.0,Yes,Yes,No,Yes,Yes,Yes,,,Month-to-Month,Yes,Bank Withdrawal,107.7,7320.9,0.0,0.0,1632.68,8953.58
5216-WASFJ,1.0,Q3,No,0.0,60.0,None,Yes,35.47,Yes,Yes,Fiber Optic,51.0,No,,Yes,No,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,104.7,6333.8,0.0,150.0,2128.2,8612.0
2034-GDRCN,1.0,Q3,No,0.0,70.0,Offer A,,31.15,No,Yes,DSL,5.0,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,86.45,5950.2,0.0,0.0,2180.5,8130.7
2967-MXRAV,1.0,Q3,No,0.0,4.0,None,,,No,No,None,0.0,No,No,No,No,No,No,,No,Month-to-Month,,Credit Card,19.4,93.4,,0.0,90.16,183.56
9254-RBFON,1.0,Q3,Yes,2.0,68.0,Offer A,Yes,26.64,Yes,No,None,,No,No,No,No,,No,No,No,Two Year,Yes,Credit Card,,1614.9,,0.0,1811.52,3426.42
6727-IOTLZ,1.0,Q3,Yes,,22.0,Offer D,Yes,38.82,No,Yes,Fiber Optic,19.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,,1573.95,0.0,0.0,,2427.99
8610-ZIKJJ,1.0,,,6.0,18.0,Offer D,Yes,31.79,No,Yes,Fiber Optic,19.0,No,No,Yes,Yes,No,,No,Yes,Month-to-Month,No,Bank Withdrawal,78.2,1468.75,0.0,0.0,572.22,2040.97
2446-ZKVAF,1.0,Q3,No,0.0,,None,No,0.0,No,Yes,,5.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,50.05,,0.0,0.0,0.0,1523.4
8645-KOMJQ,1.0,Q3,,,48.0,None,Yes,17.03,Yes,Yes,DSL,15.0,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,69.55,,,0.0,817.44,4253.04
0670-KDOMA,,Q3,No,0.0,50.0,None,Yes,15.37,,Yes,Fiber Optic,22.0,Yes,Yes,Yes,Yes,No,No,,Yes,One Year,Yes,Credit Card,,4549.45,,0.0,768.5,5317.95
2436-QBZFP,1.0,Q3,No,0.0,7.0,None,Yes,26.76,,Yes,DSL,,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.65,322.5,0.0,0.0,187.32000000000002,
5780-INQIK,1.0,Q3,Yes,8.0,68.0,Offer A,Yes,24.08,No,Yes,Fiber Optic,41.0,Yes,No,,No,No,No,,Yes,Two Year,,,,,0.0,0.0,1637.4399999999998,
9919-YLNNG,1.0,Q3,,0.0,57.0,None,No,0.0,No,Yes,DSL,28.0,No,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,53.35,3090.05,0.0,100.0,0.0,3190.05
6261-RCVNS,1.0,,,0.0,3.0,,Yes,40.98,No,No,None,0.0,No,,,No,No,No,,No,,,Bank Withdrawal,19.55,61.05,,0.0,122.94,183.99
9415-ZNBSX,1.0,Q3,Yes,1.0,19.0,Offer D,Yes,11.75,No,Yes,,21.0,Yes,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,48.95,955.6,0.0,0.0,223.25,1178.85
